Hash Time (ns)
384485
130443
204791
15639
67565
200763
148696
166851
42288
197176
131044
67095
94095
90018
123459
5670
131193
135932
109834
6692
120254
32340
166780
169154
65181
67015
195964
136284
60493
76672
42950
137496
28153
45705
13035
173002
95478
141373
73577
176980
115254
9929
49812
192758
64951
95337
196956
157042
199030
156491
187228
162321
97201
181447
67736
107950
119723
23624
98473
187789
136764
107710
146512
150870
59701
51295
85028
93234
106949
87383
33172
55573
181147
93504
62687
8776
160138
55924
176007
182189
82142
83736
195343
52628
73236
12032
21380
194401
90899
76813
176408
21149
118961
105065
92272
50774
7675
12022
46376
38963
89116
181748
203809
3978
49101
148396
66574
100447
52868
152924
77825
190995
77975
148757
165818
195193
154196
90689
196987
192818
163624
89246
173262
84196
187258
97952
84757
51415
182991
66955
150249
177480
121446
163244
30055
132426
121175
27130
23734
27361
211072
197477
47478
136103
187859
161681
149518
57377
10048
106959
16191
123449
116577
26499
22542
200032
200262
92132
90719
135812
79157
130433
120364
25297
161310
167271
155098
168303
269040
68738
160298
36027
26529
10249
185175
129161
190584
79718
31609
52658
157764
256286
182099
19977
106138
82394
202988
67075
74789
94095
58449
140471
202466
116136
137325
29214
179835
118120
60683
185735
169936
111257
182850
126996
6071
42870
8877
95869
28644
124161
34494
37499
62296
170497
60543
13966
108422
26329
155439
73827
173733
196445
14507
68007
200563
118240
182569
146633
147294
85539
134170
138077
171849
132517
145972
34674
192268
7113
118009
12544
124091
32220
51125
148997
51806
149518
147154
83956
177680
149448
117668
60322
190975
39072
56575
36908
108692
64720
90779
63268
181648
189943
41948
157704
184854
42359
120714
99425
135903
175026
4708
130152
132457
117569
119893
124231
204520
162272
167071
177059
53559
98784
184383
92942
123529
72274
5590
60513
117759
28863
189903
61324
123609
16079
151582
147705
99084
16862
5720
23543
124782
103573
62316
93073
36769
73697
95308
45495
133228
164957
58489
177771
195003
124381
48240
68547
142986
65552
64720
172490
106899
159326
28032
80910
52738
15269
38372
81892
135242
132196
122578
133799
29174
99956
147625
185465
5190
186807
148777
16059
78476
43361
62577
87612
21129
92081
97121
148446
36928
21791
46517
55393
81501
156240
167892
122567
139941
169445
84116
44352
123269
29375
36599
134801
169605
92471
132557
166059
182550
117479
69349
154197
189742
190333
18765
157863
134560
69078
144910
153615
60081
161690
51305
123078
3777
39383
152243
189031
202206
68998
198830
45935
62576
166891
36538
92692
184774
171749
71854
26499
27581
44633
113831
139199
205662
187919
51606
157112
32991
26109
142284
190925
59210
15308
132616
176779
24947
12714
4558
65021
101027
121085
80589
132877
41457
34754
6482
167221
86140
93043
117839
174694
160418
5981
150409
25087
199351
121647
91079
90519
45965
145490
196215
126896
190865
157423
13435
158325
141413
105116
69890
94125
157663
158815
198940
147584
84628
5941
204731
105316
116897
58809
193821
74419
38422
146713
78947
124972
30817
155869
139399
133970
157693
193349
41197
133138
120915
40505
125894
93413
170026
56916
75741
23003
159216
24546
33592
50904
191106
122347
40054
58880
148045
45024
62606
177139
181237
8486
198599
165107
24686
108903
146843
155900
146563
99796
116497
179433
154297
174394
199932
98673
94666
95547
118179
54421
70481
40525
27211
155810
108813
121877
88976
148526
146182
37099
75120
180856
65972
176017
48871
187339
118961
111226
166470
13385
184433
77985
63037
138898
102751
54602
169996
190634
114292
28022
94005
184783
179734
72796
60923
161951
70471
86131
14327
166149
5620
180125
159417
33572
18114
120284
93634
85760
183992
191727
221061
13896
151722
57317
134530
29926
139079
177810
203599
137486
174445
66294
66583
65782
42679
184202
12082
95097
70632
80971
117518
142214
135192
106899
114944
163835
110585
33382
164586
126946
10640
175687
82984
175386
20117
86060
4388
117699
161120
86020
134099
134530
111939
117679
117088
128950
64801
151282
93083
139389
187028
153535
103522
126635
185415
112689
45455
183281
149828
143767
5921
92021
64429
97270
174224
67345
97381
89126
28593
67646
117238
92692
207977
64460
189112
62065
112078
132416
182509
79157
60703
152554
146703
48611
197317
186988
19325
140101
189342
45905
126936
172100
121225
137776
45525
151431
182760
109453
195724
160378
119122
101338
186958
110926
71323
165548
71553
26920
109543
6562
31709
171359
124281
81902
114633
109653
206985
192328
198909
160870
201024
85790
190484
110475
24376
22061
160218
67716
156491
130713
127608
8666
42919
82894
140462
112870
144358
81892
166199
55744
81381
119342
181458
35756
31389
181508
141093
127617
27472
100587
118992
114643
62807
127026
200363
191296
191085
72184
23324
106989
100958
44062
90819
103693
47980
9818
189142
94416
37540
121015
79117
36428
156120
142194
192147
55583
94296
136023
165858
111207
157683
168854
87032
37950
39824
112499
59290
63137
17944
77033
191275
13105
122558
160989
177400
90097
121997
129951
87753
81622
194201
17353
175637
179544
57186
165828
76252
187668
96028
124812
50153
186236
30647
157774
100257
119522
117779
21109
38422
167592
132116
169926
142985
98373
182800
181448
156020
181457
173413
30587
194371
129050
15218
155749
51846
174554
184813
189893
99666
121185
56986
33402
208928
6382
185275
163825
204610
183842
138187
122617
163043
84687
162031
109153
156170
49221
161560
80971
186888
84306
35827
109534
91941
169274
46106
144378
152974
26289
80940
47970
316479
97752
85128
9488
71413
96198
146823
187078
81872
183071
89937
74489
60572
152824
43521
128850
34905
169786
122869
34905
195694
96400
99895
58548
123179
114814
54071
104654
162832
168403
108352
39433
119772
193570
17864
179264
161741
146372
69399
126305
164997
187829
71513
101759
150841
44162
132537
160198
61956
168303
205813
126025
117990
3777
113742
81942
173342
227513
6512
168273
178311
143988
63398
48691
135442
179825
163854
171860
159426
123048
27931
168594
57807
145080
20588
36517
204340
90097
81992
31278
190323
127016
107580
111888
133808
91571
130893
80089
19166
164967
205472
9999
126816
99305
56215
114533
166058
67906
68458
24054
45524
67225
29856
186096
148656
172370
50944
189542
188761
55293
29715
8806
187198
160258
177591
6442
7874
43100
37239
196496
145049
